ISIN|PANZA L1|PANZA L2|PANZA L3|Name|Subindustry
BE0974349814|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE|Warehouses De Pauw CVA|Industrial and Warehouse Equity REITs
SE0011205194|CONSUMER DISCRETIONARY|HOUSING|REAL ESTATE- OWNERS|Wihlborgs Fastigheter AB|Commercial Property Owners
GB00B67G5X01|CONSUMER DISCRETIONARY|HOUSING|REAL ESTATE- OWNERS|Workspace Group PLC|Office Equity REITs
CH0325094297|CONSUMER DISCRETIONARY|HOUSING|REAL ESTATE - SERVICES|Investis Holding SA|Diversified Real Estate Investment and Services
GB00B1G5HX72|CONSUMER DISCRETIONARY|HOUSING|REAL ESTATE - SERVICES|LSL Property Services PLC|Residential Real Estate Services and Brokerage
GB00B135BJ46|CONSUMER DISCRETIONARY|HOUSING|REAL ESTATE - SERVICES|Savills PLC|Diversified Real Estate Investment and Services
GB00BYM8GJ06|CONSUMER DISCRETIONARY|ADVERTISING|MEDIA SERVICES|Ascential PLC|Media Usage and Survey-Based Market Researchers
SE0015483276|CONSUMER DISCRETIONARY|ADVERTISING|MEDIA SERVICES|Cint Group AB|Media Usage and Survey-Based Market Researchers
GB00B87ZTG26|CONSUMER DISCRETIONARY|ADVERTISING|MEDIA SERVICES|GlobalData PLC|Market Research Services
FR0000073298|CONSUMER DISCRETIONARY|ADVERTISING|MEDIA SERVICES|IPSOS|Media Usage and Survey-Based Market Researchers
GB00B1VQ6H25|CONSUMER DISCRETIONARY|ADVERTISING|MEDIA SERVICES|YouGov PLC|Media Usage and Survey-Based Market Researchers
CH0012138605|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Adecco Group AG|Staffing Services
DE0005093108|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Amadeus Fire AG|Staffing Services
FR0000036675|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Groupe Crit|Staffing Services
GB0004161021|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Hays PLC|Staffing Services
GB0030232317|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Pagegroup PLC|Staffing Services
NL0000379121|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Randstad NV|Staffing Services
GB00B0KM9T71|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|SThree PLC|Staffing Services
FR0000032658|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Synergie SE|Staffing Services
NO0010890304|FINANCIALS|INSURANCE|INSURANCE|Aker Carbon Capture ASA|Carbon Capture Services and Technologies
FR0004180537|FINANCIALS|INSURANCE|INSURANCE|Akka Technologies|Manufacturing and Scientific/Technical Services
FR0000071946|FINANCIALS|INSURANCE|INSURANCE|Alten SA|Manufacturing and Scientific/Technical Services
ES0105022000|FINANCIALS|INSURANCE|INSURANCE|Applus Services SA|Manufacturing and Scientific/Technical Services
LU1704650164|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Befesa SA|Hazardous/Industrial Waste Disposal
DE0005232805|FINANCIALS|INSURANCE|INSURANCE|Bertrandt AG|Manufacturing and Scientific/Technical Services
GB00BD8DR117|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Biffa PLC|Diversified General Waste Collection
SE0007491303|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Bravida Holding AB|Building Maintenance and Engineering Services
FR0006174348|FINANCIALS|INSURANCE|INSURANCE|Bureau Veritas SA|Manufacturing and Scientific/Technical Services
GB00B23K0M20|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Capita PLC|Mixed-Type Business Process Outsourcing Services
FR0011648716|FINANCIALS|INSURANCE|INSURANCE|Carbios SACA|Manufacturing and Scientific/Technical Services
DK0060030286|INDUSTRIALS|SOFTWARE|SOFTWARE - OTHER VERTICALS|cBrain A/S|Government and Public Service Industry Software
IT0005010423|INDUSTRIALS|SOFTWARE|SOFTWARE - FINANCIAL|Cerved Group SpA|Credit and Information Bureaus
SE0007158829|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Coor Service Management Holding AB|Multiple Services to Buildings and Dwellings
GB00B3DGH821|FINANCIALS|INSURANCE|INSURANCE|De La Rue PLC|Commercial Document Security Providers
CH0126673539|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|DKSH Holding AG|Diversified Professional Services
FR0012435121|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Elis SA|Linen and Uniform Supply Services
GB00B19NLV48|INDUSTRIALS|SOFTWARE|SOFTWARE - FINANCIAL|Experian PLC|Credit and Information Bureaus
ES0122060314|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Fomento de Construcciones y Contratas SA|Diversified General Waste Collection
SE0010985028|FINANCIALS|INSURANCE|INSURANCE|Green Landscaping Group AB|Landscaping Services
IT0004195308|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Gruppo MutuiOnline SpA|Diverse Business Process Outsourcing Services
GB0002998192|INDUSTRIALS|SOFTWARE|SOFTWARE - OTHER VERTICALS|IDOX PLC|Government and Public Service Industry Software
GB0031638363|FINANCIALS|INSURANCE|INSURANCE|Intertek Group PLC|Manufacturing and Scientific/Technical Services
DK0060542181|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|ISS A/S|Multiple Services to Buildings and Dwellings
JE00BYVQYS01|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|IWG PLC|Other Business Support Services
GB0004762810|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Johnson Service Group PLC|Linen and Uniform Supply Services
GB0032398678|FINANCIALS|INSURANCE|INSURANCE|Judges Scientific PLC|Manufacturing and Scientific/Technical Services
SE0012323715|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Karnov Group AB|Diversified Professional Services
GB00BFYF6298|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|CORPORATE CONSULTING & ADVISORY|Knights Group Holdings PLC|Litigation/Corporate Finance Consulting Services
SE0014504817|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Loomis AB|Security Systems Services
GB00BD8SLV43|FINANCIALS|INSURANCE|INSURANCE|Marlowe PLC|Manufacturing and Scientific/Technical Services
GB0004657408|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Mitie Group PLC|General Facilities and Other Support Services
DK0060952919|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Netcompany Group A/S|Government IT Services
ES0105229001|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Prosegur Cash SA|General Security Services
ES0175438003|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Prosegur Cia de Seguridad SA|General Security Services
NO0010785967|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Quantafuel ASA|Waste-to-Energy Services
GB00BNR4T868|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Renewi PLC|Diversified General Waste Collection
GB00B082RF11|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Rentokil Initial PLC|Pest Control Services
GB00B5NR1S72|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Restore PLC|Records Management Services
GB00BVFCZV34|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|CORPORATE CONSULTING & ADVISORY|RWS Holdings PLC|Miscellaneous Management Consulting Services
SE0003756758|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Sdiptech AB|Building Maintenance and Engineering Services
SE0000163594|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Securitas AB|General Facilities and Other Support Services
GB0007973794|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Serco Group PLC|Diversified Professional Services
CH0002497458|FINANCIALS|INSURANCE|INSURANCE|SGS SA|Manufacturing and Scientific/Technical Services
FR0013379484|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Solutions 30 SE|Technology Equipment Support and Installation
FR0012757854|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|SPIE SA|Building Maintenance and Engineering Services
FR0010613471|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Suez SA|Diversified General Waste Collection
FI4000153580|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Talenom Oyj|Accounting and Bookkeeping Services
FR0000051807|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Teleperformance|Customer Contact Centers
IT0005037210|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Tinexta Spa|Consulting and Business Process Services
SE0000472268|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|AddNode Group AB|General and Mixed-Type Software
DE000A0Z23Q5|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Adesso SE|Multi-Tactic Enterprise Solutions Consulting
NO0010844038|CONSUMER DISCRETIONARY|AUTOS|ADVERTISING|Adevinta ASA|Other Classifieds and Directories Media and Sites
DE0005103006|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO EQUIPMENT|ADVA Optical Networking SE|Other Wide Area Networking (WAN) Equipment
BE0003755692|INDUSTRIALS|HARDWARE|DEVICES|AGFA-Gevaert NV|Diversified Technology Hardware
CH0024590272|INDUSTRIALS|HARDWARE|DEVICES|ALSO Holding AG|Other Hardware Distributors
AT0000969985|INDUSTRIALS|HARDWARE|MANUFACTURING SERVICES|AT&S Austria Technologie & Systemtechnik|Printed Circuit Board/Wiring Board Manufacturing
NO0004822503|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Atea ASA|Design, Integration and Implementation Consulting
FR0000051732|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Atos SE|Other Hosting Services
DE0005104400|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Atoss Software AG|Human Resources ERP Software
GB00BVYVFW23|CONSUMER DISCRETIONARY|AUTOS|ADVERTISING|Auto Trader Group PLC|Automotive Classifieds and Directories Media/Sites
GB00BBG9VN75|INDUSTRIALS|SOFTWARE|SOFTWARE - ELECTRONIC DESIGN|AVEVA Group PLC|Computer Aided Design (CAD) Software
SE0009663834|CONSUMER DISCRETIONARY|ENTERTAINMENT|AUDIO|Bambuser AB|Media Download and Streaming Digital Content Sites
DK0010218429|CONSUMER DISCRETIONARY|ENTERTAINMENT|CONSUMER ELECTRONICS|Bang & Olufsen A/S|Audio Electronics Manufacturing
BE0974362940|INDUSTRIALS|HARDWARE|DEVICES|Barco NV|Diversified Technology Hardware
FI0009008403|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|BasWare Oyj|Financial and Compliance ERP Software
DE0005158703|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Bechtle AG|General Information Technology (IT) Consulting
GB00BYQ0HV16|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Blue Prism Group plc|Business Planning and Control ERP Software
GB00BMH18Q19|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Bytes Technology Group PLC|Design, Integration and Implementation Consulting
DE0005419105|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|CANCOM SE|Design, Integration and Implementation Consulting
FR0000125338|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Capgemini SE|Application Management Consulting
NL0012747059|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|CM.com NV|Customer Service Software
CH0360826991|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|Comet Holding AG|Other Test and Measurement Equipment
GB00BV9FP302|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Computacenter PLC|General Infrastructure and Network Consulting
NO0010808892|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Crayon Group Holding ASA|Software Distributors
FR0014003TT8|INDUSTRIALS|SOFTWARE|SOFTWARE - ELECTRONIC DESIGN|Dassault Systemes SE|Computer Aided Design (CAD) Software
DE000A0JC8S7|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Datagroup SE|General Infrastructure and Network Consulting
IT0004053440|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Datalogic SpA|Peripheral and Other Commerce Equipment Makers
IT0005347429|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Digital Value SpA|General Infrastructure and Network Consulting
GB0000055888|FINANCIALS|INSURANCE|INSURANCE|DiscoverIE Group PLC|Multi-Process Assembly Services
CH0011795959|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|dormakaba Holding AG|Access Systems Manufacturing
GB00B3W40C23|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|dotdigital group plc|Marketing CRM Software
SE0006625471|INDUSTRIALS|HARDWARE|DEVICES|Dustin Group AB|Other Hardware Distributors
BE0974313455|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Econocom Group SA/NV|Design, Integration and Implementation Consulting
SE0016828511|CONSUMER DISCRETIONARY|ENTERTAINMENT|GAMING|Embracer Group AB|Other Games Software
SE0010520106|CONSUMER DISCRETIONARY|ENTERTAINMENT|GAMING|Enad Global 7 AB|Other Games Software
GB00BYWWHR75|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Equiniti Group PLC|Diversified Enterprise Resource Planning Software
FR0000035818|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Esker SA|Document Management Software
IT0003850929|INDUSTRIALS|HARDWARE|DEVICES|Esprinet SpA|Other Hardware Distributors
GB0006886666|INDUSTRIALS|SOFTWARE|SOFTWARE - FINANCIAL|Euromoney Institutional Investor PLC|Financial Reference Data Content Providers/Sites
DE000A0LR9G9|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Exasol AG|Business Intelligence/Data Warehousing Consulting
GB0031477770|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|FD Technologies PLC|General and Mixed-Type Software
GB00BBT32N39|CONSUMER DISCRETIONARY|ENTERTAINMENT|GAMING|Frontier Developments PLC|Other Games Software
GB00BYZN9041|CONSUMER DISCRETIONARY|ENTERTAINMENT|VIDEO|Future PLC|General Consumer Content Providers
SE0001824004|CONSUMER DISCRETIONARY|ENTERTAINMENT|GAMING|G5 Entertainment AB|Handheld and Smart Phone Games Software
GB0006870611|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|GB Group PLC|Document Management Software
DK0010272632|CONSUMER DISCRETIONARY|ENTERTAINMENT|CONSUMER ELECTRONICS|GN Store Nord AS|End-User Telephony Equipment
DE0007314007|FINANCIALS|INSURANCE|INSURANCE|Heidelberger Druckmaschinen AG|Printing and Publishing Equipment Manufacturing
SE0015671995|CONSUMER DISCRETIONARY|HOUSING|ADVERTISING|Hemnet Group AB|Real Estate Classifieds and Directories Sites
SE0002367797|FINANCIALS|INSURANCE|INSURANCE|Hexatronic Group AB|Other Interconnect Components
SE0009997018|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO EQUIPMENT|HMS Networks AB|Wireless and Wi-Fi Equipment
CH0030380734|FINANCIALS|INSURANCE|INSURANCE|Huber + Suhner AG|Other Interconnect Components
GB00B0CM0C50|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Ideagen PLC|Diversified Enterprise Resource Planning Software
ES0118594417|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Indra Sistemas SA|Multi-Tactic Enterprise Solutions Consulting
SE0001200015|FINANCIALS|INSURANCE|INSURANCE|INVISIO AB|Other Mobile Equipment
GB0004281639|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|iomart Group PLC|Other Hosting Services
NO0010823131|FINANCIALS|INSURANCE|INSURANCE|Kahoot! ASA|Education Information and News Media and Sites
GB00BZ0D6727|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Kainos Group PLC|Multi-Tactic Enterprise Solutions Consulting
IM00BQ8NYV14|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Kape Technologies PLC|Network Security Access Policy Software
GB00BBQ38507|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Keywords Studios PLC|Software Design and Engineering Consulting
NO0003079709|INDUSTRIALS|HARDWARE|MANUFACTURING SERVICES|Kitron ASA|Multi-Type Electronic Manufacturing Services
SE0000421273|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|KNOW IT AB|General Information Technology (IT) Consulting
DE0007193500|FINANCIALS|INSURANCE|INSURANCE|Koenig & Bauer AG|Commercial Class Printers Manufacturing
SE0014990966|FINANCIALS|INSURANCE|INSURANCE|Lagercrantz Group AB|General Electronics Distributors
GB00B4T7HX10|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Learning Technologies Group PLC|Diversified Enterprise Resource Planning Software
SE0011870195|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Lime Technologies AB|Diversified Customer Relationship Software
NO0010894231|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|LINK Mobility Group Holding ASA|Design, Integration and Implementation Consulting
CH0025751329|CONSUMER DISCRETIONARY|ENTERTAINMENT|CONSUMER ELECTRONICS|Logitech International SA|Human Interface Peripherals
GB00B0SWJX34|INDUSTRIALS|SOFTWARE|SOFTWARE - FINANCIAL|London Stock Exchange Group PLC|Multi-Type Financial Data Content Providers/Sites
DE0006450000|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|LPKF Laser & Electronics AG|Electronics Manufacturing Equipment Manufacturing
DE000A0JQ5U3|INDUSTRIALS|HARDWARE|MANUFACTURING SERVICES|Manz AG|Mixed Electronic Systems Manufacturing Services
NO0010307143|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Mercell Holding ASA|Financial and Compliance ERP Software
GB00BJ1F4N75|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Micro Focus International PLC|Other Network Software
SE0000412371|CONSUMER DISCRETIONARY|ENTERTAINMENT|GAMING|Modern Times Group MTG AB|Other Games Software
GB00B1ZBKY84|INDUSTRIALS|SOFTWARE|SOFTWARE - FINANCIAL|Moneysupermarket.com Group PLC|Finance Information and News Media and Sites
SE0000375115|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|Mycronic AB|Electronics Manufacturing Equipment Manufacturing
FR0013482791|CONSUMER DISCRETIONARY|ENTERTAINMENT|CONSUMER ELECTRONICS|Nacon SA|Electronic Gaming/Entertainment Electronics Makers
DE000A3H2200|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Nagarro SE|Software Design and Engineering Consulting
GB00B01QGK86|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|NCC Group PLC|Security and Management Consulting
DE0006452907|INDUSTRIALS|SOFTWARE|SOFTWARE - ELECTRONIC DESIGN|Nemetschek SE|Computer Aided Design (CAD) Software
FR0004050250|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Neurones|General Infrastructure and Network Consulting
FI0009000681|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO EQUIPMENT|Nokia Oyj|Other Wireless Equipment
SE0015962477|FINANCIALS|INSURANCE|INSURANCE|Nolato AB|Multi-Process Assembly Services
SE0012116390|CONSUMER DISCRETIONARY|ENTERTAINMENT|AUDIO|Nordic Entertainment Group AB|Media Download and Streaming Digital Content Sites
DE000A0SMU87|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Northern Data AG|Colocation and Data Center Services
NO0010040611|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Otello Corp ASA|Marketing CRM Software
SE0008294953|CONSUMER DISCRETIONARY|ENTERTAINMENT|GAMING|Paradox Interactive AB|Online Game Websites and Software
NO0010840507|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Pexip Holding ASA|Productivity Software
SE0000233934|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Pricer AB|Peripheral and Other Commerce Equipment Makers
FI4000198031|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|QT Group Oyj|Software Development Software
FR0000120560|FINANCIALS|INSURANCE|INSURANCE|Quadient SA|Other Office Equipment Manufacturing
GB00B2B0DG97|INDUSTRIALS|SOFTWARE|SOFTWARE - OTHER VERTICALS|RELX PLC|General Professional Content Providers and Sites
IT0005282865|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Reply SpA|Multi-Tactic Enterprise Solutions Consulting
GB00BGDT3G23|CONSUMER DISCRETIONARY|HOUSING|ADVERTISING|Rightmove PLC|Real Estate Classifieds and Directories Sites
FI4000266804|CONSUMER DISCRETIONARY|ENTERTAINMENT|GAMING|Rovio Entertainment Oyj|Handheld and Smart Phone Games Software
GB00B8C3BL03|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Sage Group PLC/The|General Enterprise Management Software
DE0007164600|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|SAP SE|General Enterprise Management Software
DE000A12DM80|CONSUMER DISCRETIONARY|HOUSING|ADVERTISING|Scout24 SE|Real Estate Classifieds and Directories Sites
DE0007276503|INDUSTRIALS|HARDWARE|DEVICES|Secunet Security Networks AG|Customer Premises Network Security Equipment
FR0010282822|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|SES-imagotag SA|Peripheral and Other Commerce Equipment Makers
IT0004729759|FINANCIALS|INSURANCE|INSURANCE|Sesa SpA|General Electronics Distributors
DE0007203705|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|SNP Schneider-Neureither & Partner SE|Multi-Tactic Enterprise Solutions Consulting
GB00BYZDVK82|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Softcat PLC|Design, Integration and Implementation Consulting
DE000A2GS401|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Software AG|Diversified IT Infrastructure Software
CH0496451508|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Softwareone Holding AG|Design, Integration and Implementation Consulting
FR0000050809|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Sopra Steria Group SACA|Multi-Tactic Enterprise Solutions Consulting
GB0004726096|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO EQUIPMENT|Spirent Communications PLC|Test and Measurement Communications Equipment
SE0015346135|CONSUMER DISCRETIONARY|ENTERTAINMENT|GAMING|Stillfront Group AB|Other Games Software
SE0007439443|CONSUMER DISCRETIONARY|ENTERTAINMENT|AUDIO|Storytel AB|General Entertainment Content Providers and Sites
GB00BD3HV384|CONSUMER DISCRETIONARY|ENTERTAINMENT|GAMING|Sumo Group PLC|Other Games Software
GB00BYVX2X20|CONSUMER DISCRETIONARY|ENTERTAINMENT|GAMING|Team17 Group PLC|Other Games Software
DE000A2YN900|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|TeamViewer AG|Other Network Software
FR0013505062|CONSUMER DISCRETIONARY|ENTERTAINMENT|CONSUMER ELECTRONICS|Technicolor SA|Video Signal Processor and Receiver Equipment
SE0000108656|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO EQUIPMENT|Telefonaktiebolaget LM Ericsson|General Communications Equipment
SE0015195888|CONSUMER DISCRETIONARY|ENTERTAINMENT|CONSUMER ELECTRONICS|Thunderful Group AB|Consumer Electronics Distributors
FI0009000277|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|TietoEVRY Oyj|General Information Technology (IT) Consulting
SE0002591420|CONSUMER DISCRETIONARY|ENTERTAINMENT|CONSUMER ELECTRONICS|Tobii AB|Portable Computer Systems
NL0013332471|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|TomTom NV|Mapping/Geographic Information Systems Software
GB00BNK9TP58|FINANCIALS|INSURANCE|INSURANCE|Trustpilot Group PLC|City Guides Content Providers and Sites
GB0008711763|INDUSTRIALS|HARDWARE|MANUFACTURING SERVICES|TT Electronics plc|Mixed Electronic Systems Manufacturing Services
FR0000054470|CONSUMER DISCRETIONARY|ENTERTAINMENT|GAMING|Ubisoft Entertainment SA|Console Games Software
SE0007871363|INDUSTRIALS|SOFTWARE|SOFTWARE - OTHER VERTICALS|Vitec Software Group AB|Multiple Industry-Specific Software
GB0009390070|FINANCIALS|INSURANCE|INSURANCE|Volex PLC|Multi-Process Assembly Services
FR0013357621|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Wavestone|Multi-Tactic Enterprise Solutions Consulting
IT0005440893|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Wiit SpA|Other Hosting Services
NL0000395903|INDUSTRIALS|SOFTWARE|SOFTWARE - OTHER VERTICALS|Wolters Kluwer NV|General Professional Content Providers and Sites
US0079031078|INDUSTRIALS|HARDWARE|DIGITAL SEMICONDUCTORS|Advanced Micro Devices, Inc.|Video Multimedia Semiconductors
DE000A0WMPJ6|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|AIXTRON SE|Other Front End Processing Equipment Makers
AT0000A18XM4|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|ams AG|General Analog and Mixed Signal Semiconductors
US0326541051|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|Analog Devices, Inc.|General Analog and Mixed Signal Semiconductors
NL0000334118|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|ASM International NV|Other Front End Processing Equipment Makers
NL0010273215|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|ASML Holding NV|Photolithography Equipment Manufacturing
NL0012866412|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|BE Semiconductor Industries NV|Assembly Equipment Manufacturing
DE0005677108|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|Elmos Semiconductor SE|Specialty Analog and Mixed Signal Semiconductors
US29362U1043|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|Entegris, Inc.|Assembly Equipment Manufacturing
SE0008374250|INDUSTRIALS|HARDWARE|DIGITAL SEMICONDUCTORS|Fingerprint Cards AB|Security and Identification Semiconductors
TW0006488000|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|GlobalWafers Co., Ltd.|Wafer Blank Makers and Equipment Manufacturing
NO0003070609|INDUSTRIALS|HARDWARE|DIGITAL SEMICONDUCTORS|IDEX Biometrics ASA|Security and Identification Semiconductors
CH0011029946|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Inficon Holding AG|Monitoring and Control Sensor/Instrument Products
DE0006231004|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|Infineon Technologies AG|General Analog and Mixed Signal Semiconductors
US4581401001|INDUSTRIALS|HARDWARE|DIGITAL SEMICONDUCTORS|Intel Corporation|Microprocessor (MPU) Semiconductors
GB0009619924|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|IQE PLC|Other Front End Processing Equipment Makers
US4824801009|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|KLA Corporation|Test, Measurement and Metrology Equipment Makers
US5128071082|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|Lam Research Corporation|Other Front End Processing Equipment Makers
